scenario_id_fr,text,group
2_3_3,Call a friend to come get him,4
2_4_3,Call a friend to come help you ,4
2_5_3,Catch a cab/uber,1
2_6_3,Call tow truck,2
2_7_3,Josh can catch the next flight,7
2_8_3,He could call a taxi service,1
2_9_3,Hitchhike to the airport,3
2_10_3,Call roadside assistance,14
2_11_3,"Call the flight company, explain the situation and ask for the next flight",10
2_12_3,he should try to get lift from others,3
2_13_3,Check if the flight is running late.,7
2_14_3,call a tow truck or mechanic,2
2_15_3,steal another car to get to the airport,9
2_16_3,Try to fix car and still get to the airport,13
2_17_3,call a friend to pick him up,4
2_18_3,Josh can call a friend to pick him up and another friend to deal with his car.,4
2_19_3,Call an Uber and leave his car to be towed.,1
2_20_3,cancel his trip,5
2_21_3,flag down a ride,3
2_22_3,call AAA,2
2_23_3,Call a taxi.,1
2_24_3,steal car,9
2_25_3,Pay for an uber,1
2_26_3,book a later flight on his phone,7
2_27_3,ask friends for a ride,4
2_28_3,Get a lyft/uber,1
2_29_3,Run to the airport,6
2_30_3,catch another flight,7
2_31_3,Walk to the airport,6
2_32_3,call family,4
2_33_3,Call a taxi. ,1
2_34_3,Try to wave down another driver to help with his car.,11
2_35_3,Show up late and hope for the best,15
2_36_3,Ask for help from a stranger,11
2_37_3,Call help,4
2_38_3,.Flag down a driver for help.,11
2_39_3,Call a friend to come pick him up.,4
2_40_3,call friend,4
2_41_3,hitchhike,3
2_42_3,try and repair his vehicle,13
2_43_3,Cancel his flight.,5
2_44_3,Walk there,6
2_45_3,walk,6
2_46_3,Josh could hitch hike from passing vehicles.,3
2_47_3,Call 911,14
2_48_3,call a friend for pickup,4
2_49_3,Give up and not go on the trip,5
2_50_3,He can walk to the nearest gas station,0
2_51_3,Call his insurance company and see if they can move the car without his presence...and then hail a taxi to get to the airport.,8
2_52_3,call a friend to come get his truck while he catches a taxi ,4
2_53_3,Abandon the car and walk to the airport.,6
2_54_3,Call a friend to help him by staying with the car and ask another friend to drive him to the airport. ,4
2_55_3,Josh could hail an Uber,1
2_56_3,"Call a ""very good friend"" to come get him and get the car towed somewhere for him.",4
2_57_3,he car is near busy,0
2_58_3,ask friend to pick him up,4
2_59_3,Call friend to come pick him up.,4
2_60_3,miss the flight,5
2_61_3,book Call taxi,1
2_62_3,Call a friend,4
2_63_3,call for a tow truck to take him and his car to the airport,2
2_64_3,panic,15
2_65_3,Call a tow truck,2
2_66_3,Call a taxi,1
2_67_3,cancel flight,5
2_68_3,Miss flight,5
2_69_3,try to get an Uber ride,1
2_70_3,call for ridesharing through the phone or app,3
2_71_3,Call a taxi to the airport,1
2_72_3,Call a cab have them take him to a rental car location to get a new car,1
2_73_3,Call a friend for help,4
2_74_3,Call his family members if anyone can take him to the airport asap.,4
2_75_3,Reschedule his flight,7
2_76_3,Get it towed and walk to the Airport,2
2_77_3,call a taxi,1
2_78_3,call a family member to get him to the airport,4
2_79_3,Call a friend to pick him up,4
2_80_3,Call a tow company to tow his car.,2
2_81_3,take a bus,12
2_82_3,try to get a ride with a stranger,11
2_83_3,call a friend to ask to give him a ride and take care of the car at Josh's expense,4
2_84_3,cancel the trip,5
2_85_3,hitchhike.,3
2_86_3,He can call his mom and ask her what to do?,4
2_87_3,He will try to get an Uber.,1
2_88_3,Drive fast,0
2_89_3,call friend/relatives,4
2_90_3,wait for help ,15
2_91_3,He leaves with plenty of time to make it there,0
2_92_3,Ask a friend to pick him up,4
2_93_3,Accept his fate and miss the flight,5
2_94_3,miss the flight and just miss out on the trip,5
2_95_3,call someone who lives in the area and ask for a ride,4
2_96_3,Call a friend,4
2_97_3,get a person on the street to fix a simple problem (get gas or jump start the battery),11
2_98_3,he could call a taxi,1
2_99_3,call his family to help give him a ride,4
2_100_3,Call a friend for a ride.,4
2_101_3,Sit down and do nothing.,15
2_102_3,He coult phone a friend.,4
2_103_3,cancel his trip,5
2_104_3,Call a taxi,1
2_1_4,Cancel the trip.,5
2_2_4,call the airline,10
2_3_4,Try and get his car to run just enough to make it to the airport,13
2_4_4,call the airport and see if the flight is on time,10
2_5_4,Accept missing the flight,5
2_6_4,Abandon car ,16
2_7_4,Josh can ask someone nearby for help,11
2_8_4,He could try to fix the car,13
2_9_4,Fix his car,13
2_10_4,Start walking ,6
2_11_4,Tow his car and take an uber to the airport,1
2_12_4,he should book a taxi,1
2_13_4,Call an uber and have his car towed after.,1
2_14_4,flag down another car for help,11
2_15_4,ask someone else for a ride to the airport,3
2_16_4,Call a friend that knows how to fix cars,4
2_17_4,ask for a ride from a passerby,3
2_18_4,Josh can cancel the tr-- hunting in Africa isn't terribly ethical and he sees the car breaking down as a sign that he was doing the wrong thing.,5
2_19_4,"Call a friend to pick him up, take him to the airport, and deal with his car.",4
2_20_4,hitchhike to the airport,3
2_21_4,miss his flight,5
2_22_4,call friends,4
2_23_4,Hitchhike.,3
2_24_4,Grand theft auto a car like the game,9
2_25_4,Change the flight,7
2_26_4,call a friend,4
2_27_4,take a taxi,1
2_28_4,Cancel his trip,5
2_29_4,Hitchhike,3
2_30_4,call an Uber,1
2_31_4,Call an Uber,1
2_32_4,leave car,16
2_33_4,Call AAA or other insurance company.,2
2_34_4,Move his car somewhere safe.,0
2_35_4,Call the airline,10
2_36_4,Walk to a gastation,0
2_37_4,Wait,15
2_38_4,Accept he is not going to make his flight and take care of his car first.,6
2_39_4,Walk the rest of the way.,6
2_40_4,walk,6
2_41_4,take a bus,12
2_42_4,call a taxi,1
2_43_4,Call 911 to have a police officer come down.,14
2_44_4,Hitchhike,3
2_45_4,call aarp,2
2_46_4,Josh could decide it was probably best if he missed the flight.,5
2_47_4,Call his auto insurance,8
2_48_4,call a tow service to the airport,2
2_49_4,Catch a later flight,7
2_50_4,He can call a family member for help,4
2_51_4,Just leave the car there and let the police tow it...and hitchhike to the airport.,16
2_52_4,call a friend to take him to the airport and deal with his car when he gets back,4
2_53_4,Call a friend to take him to the airport and look after his car.,4
2_54_4,Find a tow truck company that is quick and can come get the car and call a cab.,2
2_55_4,Josh could flag down a taxi,1
2_56_4,Call airlines to try to change ticket for next flight.,7
2_57_4,catch flight,0
2_58_4,try to reschedule flight,7
2_59_4,Call family member to pick him up.,4
2_60_4,ask a friend for a ride,4
2_61_4,Need friends help,4
2_62_4,Get the car towed,2
2_63_4,leave the car and walk to the airport,16
2_64_4,walk home,5
2_65_4,Get an Uber,1
2_66_4,Hitch hike,3
2_67_4,look for a later flight,7
2_68_4,Reschedule flight,7
2_69_4,Call for an taxi,1
2_70_4,ask him friend for a ride,4
2_71_4,Contact the airline to reschedule his flight,7
2_72_4,Run to the airport to try to make it on time,6
2_73_4,Miss his flight,5
2_74_4,Call a tow truck to tow his car and ask them to give him a ride to the airport.,2
2_75_4,Ask the airline to hold the flight,10
2_76_4,Try to fix the car so he can drive it to the airport,13
2_77_4,change his flight time,7
2_78_4,call for a taxi/uber,1
2_79_4,Get really frustrated in his car,15
2_80_4,Call the airport and reschedule his flight.,7
2_81_4,reschedule his flight,7
2_82_4,start walking,6
2_83_4,"call the airport, reschedule the flight for the next day, take care of car ",7
2_84_4,take the bus to the airport,12
2_85_4,attempt to run the rest of the way.,6
2_86_4,He can stay in his car and see if anybody stops to help him.,15
2_87_4,He will try to fix his car.,13
2_88_4,Ask others help,11
2_89_4,call his airline,10
2_90_4,abandon his car and hitch a ride,16
2_91_4,ar near a busy intersection and knows he needs to get to airport soon,0
2_92_4,Hitchhike,3
2_93_4,Call a tow truck and have them drop him off,2
2_94_4,flag down people and try to get help,11
2_95_4,hitchhike,3
2_96_4,Cancel his trip,5
2_97_4,catch a later flight the same day,7
2_98_4,he could reschedule his flight,7
2_99_4,call a friend to help give a ride,4
2_100_4,Call the airport to change his ticket,10
2_101_4,steal a car to make it on time,9
2_102_4,He could call a tow truck.,2
2_103_4,take a later flight,7
2_104_4,Dream really hard,15
2_1_5,Look for later flights.,7
2_2_5,call in a bomb threat to the airport,0
2_3_5,Steal someone else's car,9
2_4_5,Leave the car and walk to the airport,6
2_5_5,Call a friend for a ride,4
2_6_5,Change flight,7
2_7_5,Josh can call roadside assistance if he has it,2
2_8_5,He could call a relative to give him a ride,4
2_9_5,Call a Taxi,1
2_10_5,Find a bus stop,12
2_11_5,Ask drivers for help to push his car into a parking lot and ask for a ride,11
2_12_5,he should call upon his friends,4
2_13_5,Rethink how important it is to kill wild animals in Africa.,15
2_14_5,try to fix the car himself,13
2_15_5,forfeit it all as lost,5
2_16_5,Leave the car and get bus to airport,12
2_17_5,start running to the airport on the side of the road,6
2_18_5,Josh can walk the rest of the way.,6
2_19_5,Call the airline to reschedule his flight.,7
2_20_5,call a bomb threat into the airport to delay his flight,0
2_21_5,catch a later flight,7
2_22_5,call parents or spouce,4
2_23_5,Start walking/running.,6
2_24_5,pay someone to take you ,11
2_25_5,Cancel the trip,5
2_26_5,ask some one to help him get to the airport,11
2_27_5,use a ridesharing app,3
2_28_5,Abandon his car,16
2_29_5,Call family for ride,4
2_30_5,hitchhike,3
2_31_5,Call AAA,2
2_32_5,do nothing,15
2_33_5,Catch the bus.,12
2_34_5,Call someone to come pick him up.,4
2_35_5,"Drive on the shoulder, violating traffic laws",0
2_36_5,Wait for help,15
2_37_5,Get flight tomorrow ,7
2_38_5,Get his car towed and cancel the flight.,5
2_39_5,Decide to cancel his trip.,5
2_40_5,stay home,5
2_41_5,call a cab,1
2_42_5,leave vehicle and hitchhike to airport,3
2_43_5,Reschedule his flight for another day.,7
2_44_5,Call a friend to come get him,4
2_45_5,sleep,15
2_46_5,Josh could call an Uber.,1
2_47_5,Re schedule the flight,7
2_48_5,call the flight agency and rebook,7
2_49_5,Hitchhike to the airport,3
2_50_5,He can call the airport and see if they could let him get another flight for free,10
2_51_5,Call a family member to explain the situation and have them tell their insurance company they were driving...to have it towed...and then catch a ride from them to the airport.,4
2_52_5,cancel his trip altogether,5
2_53_5,Cancel the trip.,5
2_54_5,Stay home to deal with the car and cancel his trip.,5
2_55_5,Josh could take the bus,12
2_56_5,Cancel the whole trip and then sit there and sulk about it until a cop shows up and helps him get it towed.,5
2_57_5,mainly catch the flight ,0
2_58_5,do nothing,15
2_59_5,Take another flight.,7
2_60_5,try to fix the car,13
2_61_5,He tried catch the lift ,1
2_62_5,Miss the flight,5
2_63_5,take a bus to the airport,12
2_64_5,flag down a stranger to take him home,11
2_65_5,See if he can move the flight back,7
2_66_5,Walk,6
2_67_5,miss trip,5
2_68_5,Ask for help from a driver,11
2_69_5,Call for a tow truck to take his car home after he gets in the cab,2
2_70_5,don't worry about and just try to get there when he get there,15
2_71_5,"Call a friend to take care of the car, and take him to the airport.",4
2_72_5,Cancel the trip altogether,5
2_73_5,Call a cab (and a towtruck),1
2_74_5,Josh calls the airline to see if he can exchange his flight to a different time or day.,10
2_75_5,Cancel the hunting trip entirely,5
2_76_5,Re-book his flight,7
2_77_5,don't go on the safari,5
2_78_5,cry,15
2_79_5,Call a towing company and ask them to give him a lift,3
2_80_5,Try to fix his car himself.,13
2_81_5,walk the rest of the way,6
2_82_5,call and get a new flight,7
2_83_5,cancel the flight until after the car gets fixed. ,5
2_84_5,hitchhike to the airport,3
2_85_5,cry.,15
2_86_5,He can call his car insurance and see what they can do for him.,8
2_87_5,He will go on foot.,6
2_88_5,Quick,0
2_89_5,call mechanic,2
2_90_5,abandon his car and call for a ride,16
2_91_5,", We are planning our trip to Botswana ",0
2_92_5,Call an emergency number,14
2_93_5,Call his parents for help,4
2_94_5,call an uber,1
2_95_5,try to repair the car,13
2_96_5,Pop the hood and see if he can fix the car,13
2_97_5,delay the trip for a dew weeks ,7
2_98_5,he could call a friend ,4
2_99_5,call an uber to get a ride,1
2_100_5,Try to cancel the trip.,5
2_101_5,pray and hope for miracle,15
2_102_5,He could cancel his trip.,5
2_103_5,go back home,5
2_104_5,Give up,5
3_1_1,Do nothing.,6
3_2_1,explain the situation to the manager,2
3_3_1,Replace the money with his own,1
3_4_1,Recount his drawer,9
3_5_1,Put his own money in,1
3_6_1,Quit,7
3_7_1,Brian could put in some money from his own pocket,1
3_8_1,Let the staff work overtime,12
3_9_1,Review camera footage to see where the money went missing,8
3_10_1,Recount the cash from the register,9
3_11_1,Ask the employers,2
3_12_1,he should try to pay for it,1
3_13_1,Double check the books for errors.,9
3_14_1,recount the money to make sure that much is missing,9
3_15_1,use his own money to cover the shortfall,1
3_16_1,Add additional money from own fund,1
3_17_1,tell the manager the truth and offer to work all the overtime to make up for it,2
3_18_1,Brian can go through the receipts and try to find the source of the error.,8
3_19_1,Replace the money with his own funds.,1
3_20_1,pay the money back on his own,1
3_21_1,pay out of his own pocket,1
3_22_1,ask staff if they are aware of this mistake,4
3_23_1,Pay it back out of his pocket.,1
3_24_1,pay it himself,1
3_25_1,Ask the staff what happened to it,4
3_26_1,use his own money,1
3_27_1,put his own money in,1
3_28_1,Recount the money,9
3_29_1,put his own money in,1
3_30_1,put money in the register,1
3_31_1,Blame someone else,10
3_32_1,see where the money is,13
3_33_1,Tell his boss about the missing money. ,2
3_34_1,Ask around about the missing money.,4
3_35_1,Talk to the manager,2
3_36_1,Recount the money,9
3_37_1,"Take money his own pocket, tell no one, make difference up.",1
