type,condition1,condition2,condition3,trialNo,target,stim1,stim2,stim3,key,ITI,presTime,ISI,presTimeS2,stimFormat,title,content,trialText,button1,feedbackIncorrect,feedbackTime,random,randomBlock,keyboard,subjectGroup,responseWindow
instructions,na,na,,na,na,na,na,na,,600,na,na,na,na,"Given Josh's situation, please tell us whether it is true or false that Josh may do the following things.",press [space] when you are ready to begin. *** Remember to slowly and carefully consider each event!***,na,na,na,na,na,2,na,6,na
test,na,na,,na,Is it true or false that Josh may do the following things?,na,na,na,,600,na,na,na,word,na,na,na,na,na,2000,na,2,na,6,2000
test,irrational,scenario2,reflective,45,book a flight for next year,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,irrational,scenario2,reflective,46,sell car for ride to airport,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,irrational,scenario2,reflective,47,pay 1000 dollars for a ride,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,irrational,scenario2,reflective,48,try to run there in time,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,possible,scenario2,reflective,25,reschedule for a later flight,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,possible,scenario2,reflective,26,ask the gas station clerk for help,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,possible,scenario2,reflective,27,take the public bus there,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,possible,scenario2,reflective,28,request aiport shuttle pickup,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,possible,scenario2,reflective,29,ask a relative to pick him up,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,possible,scenario2,reflective,30,hail a taxi at the intersection,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,possible,scenario2,reflective,31,call a friend for a ride,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,possible,scenario2,reflective,32,take public transportation,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,impossible,scenario2,reflective,33,get a new car by thinking,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,impossible,scenario2,reflective,34,ride a cat to the airport,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,impossible,scenario2,reflective,35,teleport himself to the airport,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
test,impossible,scenario2,reflective,36,levitate and fly to the airport,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,2,f j,6,na
instructions,na,,,na,na,na,na,na,,600,na,na,na,na,Please read the following story,"Brian is the evening manager at a bakery. Near the end of the day, he realizes that $50.75 is missing from the register and that he is responsible for accounting for the money at the end of the day. Brian knows he has to make sure the register is balanced or he might lose his job.",na,na,na,na,na,3,na,6,na
instructions,na,,,na,na,na,na,na,,600,na,na,na,na,"Given Brian's situation, please tell us whether it is true or false that Brian may do the following things.",press [space] when you are ready to begin. *** Remember to slowly and carefully consider each event!***,na,na,na,na,na,3,na,6,na
test,na,,,na,Is it true or false that Brian may do the following things?,na,na,na,,600,na,na,na,word,na,na,na,na,na,2000,na,3,na,6,2000
test,immoral,scenario3,reflective,61,overcharge the next customers,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,immoral,scenario3,reflective,62,steal money from a coworker,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,immoral,scenario3,reflective,63,lie about how much the bakery sold,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,immoral,scenario3,reflective,64,give new customers incorrect change,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,possible,scenario3,reflective,49,explain the situation to his boss,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,possible,scenario3,reflective,50,ask other employees what to do,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,possible,scenario3,reflective,51,get a payday advance loan,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,possible,scenario3,reflective,52,sell something he owns for money,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,possible,scenario3,reflective,53,use money from his own wallet,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,possible,scenario3,reflective,54,add in money from his daily tips,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,possible,scenario3,reflective,55,borrow money from a friend,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,possible,scenario3,reflective,56,write a check for $50.75,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,impossible,scenario3,reflective,57,turn the cash register invisible,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,impossible,scenario3,reflective,58,use some monopoly money instead,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,impossible,scenario3,reflective,59,take pictures of missing bills,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
test,impossible,scenario3,reflective,60,get the money by sneezing a lot,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,3,f j,6,na
instructions,na,,,na,na,na,na,na,,600,na,na,na,na,Please read the following story,"Liz decides to go to the gym on her lunch break because she is going to have to work late tonight and won't have time during the evening. When she gets to the gym, she realizes that her membership has expired since she last went.",na,na,na,na,na,4,na,6,na
instructions,na,,,na,na,na,na,na,,600,na,na,na,na,"Given Liz's situation, please tell us whether it is true or false that Liz may do the following things.",press [space] when you are ready to begin. *** Remember to slowly and carefully consider each event!***,na,na,na,na,na,4,na,6,na
test,na,,,na,Is it true or false that Liz may do the following things?,na,na,na,,600,na,na,na,word,na,na,na,na,na,2000,na,4,na,6,2000
test,improbable,scenario4,reflective,89,learn the gym stopped checking IDs,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,improbable,scenario4,reflective,90,receive a free lifetime membership,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,improbable,scenario4,reflective,91,find a one-day pass in purse,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,improbable,scenario4,reflective,92,discover the gym is free today,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,possible,scenario4,reflective,73,wait to go to the gym tomorrow,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,possible,scenario4,reflective,74,go for a run outside instead,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,possible,scenario4,reflective,75,decide to lift weights at home,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,possible,scenario4,reflective,76,eat lunch instead of working out,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,possible,scenario4,reflective,77,use a friend's guest pass,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,possible,scenario4,reflective,78,pay for a one-day gym pass,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,possible,scenario4,reflective,79,be allowed in just this once,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,possible,scenario4,reflective,80,renew her gym membership,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,impossible,scenario4,reflective,81,turn invisible and go in,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,impossible,scenario4,reflective,82,wish all gyms to be free forever,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,impossible,scenario4,reflective,83,renew her membership by blinking,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
test,impossible,scenario4,reflective,84,turn her hat into a gym pass,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,4,f j,6,na
instructions,na,,,na,na,na,na,na,,600,na,na,na,na,Please read the following story,Mary is about to go to her final class of the day when she remembers that there is a homework assignment that is due. Mary's mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,na,na,na,na,na,5,na,6,na
instructions,na,,,na,na,na,na,na,,600,na,na,na,na,"Given Mary's situation, please tell us whether it is true or false that Mary may do the following things.",press [space] when you are ready to begin. *** Remember to slowly and carefully consider each event!***,na,na,na,na,na,5,na,6,na
test,na,,,na,Is it true or false that Mary may do the following things?,na,na,na,,600,na,na,na,word,na,na,na,na,na,2000,na,5,na,6,2000
test,irrational,scenario5,reflective,117,ask her mom to FedEx the homework,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,irrational,scenario5,reflective,118,look under the lunchroom tables,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,irrational,scenario5,reflective,119,turn in a completely blank page,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,irrational,scenario5,reflective,120,turn in last week's homework again,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,possible,scenario5,reflective,97,run home to get her homework,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,possible,scenario5,reflective,98,bring in her homework tomorrow,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,possible,scenario5,reflective,99,ask for an extra-credit assignment,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,possible,scenario5,reflective,100,ask her mom what she should do,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,possible,scenario5,reflective,101,explain what happened to her teacher,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,possible,scenario5,reflective,102,quickly redo the homework assignment,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,possible,scenario5,reflective,103,ask her mom to bring the homework,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,possible,scenario5,reflective,104,have her parents call the teacher,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,impossible,scenario5,reflective,105,have her homework teleported,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,impossible,scenario5,reflective,106,remind herself yesterday evening,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,impossible,scenario5,reflective,107,turn in several socks instead,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
test,impossible,scenario5,reflective,108,erase the teacher's memory,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,5,f j,6,na
instructions,na,,,na,na,na,na,na,,600,na,na,na,na,Please read the following story,"Brad and some friends are hiking through the mountains in the Canadian wilderness. A couple of days into their hike, Brad realizes that they are lost. He knows that a rescue crew could arrive before long, but it is extremely cold and they don't have much food or water left.",na,na,na,na,na,6,na,6,na
instructions,na,,,na,na,na,na,na,,600,na,na,na,na,"Given Brad's situation, please tell us whether it is true or false that Brad may do the following things.",press [space] when you are ready to begin. *** Remember to slowly and carefully consider each event!***,na,na,na,na,na,6,na,6,na
test,na,,,na,Is it true or false that Brad may do the following things?,na,na,na,,600,na,na,na,word,na,na,na,na,na,2000,na,6,na,6,2000
test,immoral,scenario6,reflective,133,secretly take his friends' food,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,immoral,scenario6,reflective,134,leave the weakest people behind,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,immoral,scenario6,reflective,135,rob other hikers they meet,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,immoral,scenario6,reflective,136,kill his friend's pet dog for food,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,possible,scenario6,reflective,121,stay put and wait for help,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,possible,scenario6,reflective,122,follow a river out of the wilderness,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,possible,scenario6,reflective,123,alert rescuers with emergency flares,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,possible,scenario6,reflective,124,find a river for fresh water and fish,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,possible,scenario6,reflective,125,get more food by hunting and fishing,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,possible,scenario6,reflective,126,build a large fire to alert rescuers,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,possible,scenario6,reflective,127,create a shelter to stay warm,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,possible,scenario6,reflective,128,be found by the rescue crew,na,na,na,j,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,impossible,scenario6,reflective,129,use his mind to keep everyone warm,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,impossible,scenario6,reflective,130,make new jackets from pine trees,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,impossible,scenario6,reflective,131,alert airplanes overhead  by yelling,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
test,impossible,scenario6,reflective,132,grind up rocks for food and water,na,na,na,f,600,na,na,na,word,na,na,na,na,na,na,1,6,f j,6,na
