Progress,Duration (in seconds),Finished,UserLanguage,S1_1,S2_1,S3_1,S4_1,S5_1,S6_1,S7_1,S8_1,S9_1,S10_1,S11_1,S12_1,S13_1,S14_1,S15_1,S16_1,S17_1,S18_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,1704,TRUE,EN,,11,100,95,62,,,,100,0,,100,0,,34,32,100,83,,53,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,take a public bus,stage a robbery,crawl past the front desk,lie that her house burnt down,,,,ram into the car,call her a cab,,take a train instead,steal someone else’s ring,,sell all the food to the highest bidder,get her arm stuck in solidarity,ask a friend to take over,finish the race
100,776,TRUE,EN,,18,,,0,8,,,0,100,0,100,93,0,70,,0,0,,24,Female,Asian / Pacific Islander,,"Professional Degree (MD, JD, etc.)",Rung 3,,take a public bus,,,bring in the assignment the next day,search for a water source,,,honk at the driver until they pull over,steal whatever she has on her,ask to use the mall's loudspeaker,hide the knife in someone else's bag,steal someone else’s ring,check in on his father daily,sell all the food to the highest bidder,,tell his lawyer that he’s sick,leave her dogs with him
100,253,TRUE,EN,0,100,0,,,0,100,,100,0,,100,0,,0,,100,100,,28,Male,White / Caucasian,,Some College,Rung 5,start a fundraiser,reschedule for a later flight,sell one of his kidneys,,,throw away all of the food,try to buy a ticket off another person,,tailgate the car,yell in gibberish until she leaves,,pretend the knife is part of a hip replacement,borrow their mom’s wedding ring,,throw disobedient passengers off the boat,,ask a friend to take over,call for help
100,338,TRUE,EN,,,,50,93,100,37,31,100,,31,50,72,67,,74,99,,,38,Female,White / Caucasian,,Some College,Rung 4,,,,renew her membership,copy a friend's assignment,boost morale with a three-legged race,go without Ted,wave to the parents,ram into the car,,call emergency services,store the knife in an airport locker,run away,pitch his situation to a reality TV network,,saw Todd’s arm off,stage a break-in at the store,
100,451,TRUE,EN,42,73,,,,52,,70,,44,,31,44,16,41,14,42,30,,30,Male,White / Caucasian,,High School or equivalent,Rung 1 (Bottom Rung),search for the medication on the black market,reschedule for a later flight,,,,steal all of the food and water,,tackle him and hold him down,,take her to his house but no further,,ask to check the knife,tell his sister as soon as possible,buy his father a tent,request supplies to be airdropped,get her arm stuck in solidarity,call his lawyer,call for help
100,263,TRUE,EN,0,60,29,61,60,,,64,0,78,0,58,40,,,,,0,,30,Male,White / Caucasian,,College Graduate (4 year),Rung 5,take out a loan,demand that the airline delays the flight,get an advance payday loan,pay for a day-pass to the gym,lie that her house burnt down,,,read his mind,take a detour at the next exit,turn invisible,pour water on the car to cool it,take a train instead,blame it on the maid of honor,,,,,carry her competitor on her sled
100,251,TRUE,EN,100,31,,100,50,0,0,,,,,100,100,0,0,0,81,,,38,,White / Caucasian,,Vocational/Technical School (2 year),Rung 5,go on strike for better wages,take a public bus,,crawl past the front desk,call her mom,huddle to conserve energy,give her ticket to Ted,,,,,threaten security with the knife,blame it on the maid of honor,move into his father’s apartment,organize a fishing crew,give Todd her water,leave the store unattended,
100,662,TRUE,EN,5,10,85,88,80,,,30,,80,35,,,100,97,100,,20,,27,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 4,switch insurance plans,call a taxi,explain the situation to his boss,lie that she left her card inside,quickly try to redo the assignment,,,ask the parents if they know him,,steal whatever she has on her,slash the tires,,,abandon his father,serve engine fuel to the passengers,leave Todd to save herself,,leave her dogs with him
100,415,TRUE,EN,,,100,,,33,95,74,100,90,100,,,15,86,5,66,100,,30,Male,White / Caucasian,,Some College,Rung 4,,,overcharge the next customers,,,collect wood to start a fire,teleport into the concert,keep an eye on him,pull over and call 911,steal whatever she has on her,light a fire under the car,,,get another job,ration their food,yell at Todd for getting stuck,lock up the store,steal his dogs for extra speed
100,708,TRUE,EN,81,,,100,,,13,92,,0,10,97,94,46,100,,100,94,,56,Female,White / Caucasian,,Some College,Rung 6,start a fundraiser,,,lie that she left her card inside,,,give her ticket to Ted,make cat noises at him until he leaves,,take her to his house but no further,check that the doors are locked,take a train instead,run away,buy his father a tent,sell all the food to the highest bidder,,stage a break-in at the store,finish the race
100,516,TRUE,EN,30,21,2,78,0,49,,,32,,29,,100,0,,34,,100,,38,Female,White / Caucasian,,Some College,Rung 2,switch insurance plans,steal a passing driver's car,pay the money from his own wallet,pay for a day-pass to the gym,bring in the assignment the next day,search for a water source,,,honk an angry message in Morse code,,call emergency services,,steal someone else’s ring,move into his father’s apartment,,hike until she finds cell service,,hide him in the snow
100,246,TRUE,EN,3,,100,1,,95,1,1,,1,0,98,1,,1,,,1,,66,Female,White / Caucasian,,,Rung 6,search for the medication on the black market,,stage a robbery,borrow someone's phone,,boost morale with a three-legged race,try to buy a ticket off another person,wave to the parents,,refuse to drive her,ask to use the mall's loudspeaker,ask to check the knife,borrow their mom’s wedding ring,,request supplies to be airdropped,,,leave her dogs with him
100,524,TRUE,EN,,65,,,100,,100,1,0,0,1,19,,100,100,92,96,,,52,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,,reschedule for a later flight,,,copy a friend's assignment,,steal someone else's ticket,ask the parents if they know him,pull over and call 911,yell in gibberish until she leaves,check that the doors are locked,store the knife in an airport locker,,abandon his father,serve engine fuel to the passengers,leave Todd to save herself,leave the store unattended,
100,1070,TRUE,EN,,35,60,,65,30,70,75,30,10,,90,,,20,25,65,,,45,Female,White / Caucasian,,Master's Degree (MS),Rung 4,,try to convince a passing driver to trade cars,get an advance payday loan,,hypnotize the teacher,search for a water source,pretend they are conjoined twins,tackle him and hold him down,honk an angry message in Morse code,turn invisible,,pretend the knife is part of a hip replacement,,,throw disobedient passengers off the boat,get her arm stuck in solidarity,lock up the store,
100,521,TRUE,EN,41,22,,100,51,,100,53,100,,100,,,29,,0,100,63,,57,Female,White / Caucasian,,Master's Degree (MS),Rung 7,take out a loan,take a public bus,,crawl past the front desk,quickly try to redo the assignment,,teleport into the concert,make cat noises at him until he leaves,ram into the car,,light a fire under the car,,,check in on his father daily,,give Todd her water,ask a friend to take over,carry her competitor on her sled
