Progress,Duration (in seconds),Finished,S1_1,S2_1,S3_1,S4_1,S5_1,S6_1,S7_1,S8_1,S9_1,S10_1,S11_1,S12_1,S13_1,S14_1,S15_1,S16_1,S17_1,S18_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,1320,TRUE,10,,80,,,20,10,,0,15,,90,90,5,90,70,,55,,38,Male,White / Caucasian,,Some College,Rung 7,start a fundraiser,,overcharge the next customers,,,search for a water source,go without Ted,,pull over and call 911,take her to his house but no further,,store the knife in an airport locker,steal someone else’s ring,get another job,throw disobedient passengers off the boat,get her arm stuck in solidarity,,call for help
100,229,TRUE,,,0,,,,1,27,37,7,0,96,30,,5,0,0,95,,39,Male,White / Caucasian,,Master's Degree (MS),Rung 7,,,explain the situation to his boss,,,,go without Ted,make cat noises at him until he leaves,honk an angry message in Morse code,refuse to drive her,call emergency services,hide the knife in someone else's bag,borrow their mom’s wedding ring,,ration their food,leave Todd to save herself,call his lawyer,steal his dogs for extra speed
100,280,TRUE,75,75,,0,100,0,,,100,0,0,100,,0,100,,,0,,36,Male,White / Caucasian,,Doctoral Degree (PhD),Rung 6,start a fundraiser,take a public bus,,pay for a day-pass to the gym,hypnotize the teacher,huddle to conserve energy,,,ram into the car,turn invisible,check that the doors are locked,store the knife in an airport locker,,get another job,ration their food,,,hide him in the snow
100,270,TRUE,,,0,25,51,58,18,50,1,60,0,,1,,,0,10,,,47,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 5,,,get an advance payday loan,pay for a day-pass to the gym,quickly try to redo the assignment,steal all of the food and water,teleport into the concert,wave to the parents,honk at the driver until they pull over,steal whatever she has on her,call emergency services,,borrow their mom’s wedding ring,,,yell at Todd for getting stuck,lock up the store,
100,1032,TRUE,10,,100,,,90,10,60,50,25,30,,100,,25,5,50,,,36,Male,White / Caucasian,,Some College,Rung 4,switch insurance plans,,stage a robbery,,,collect wood to start a fire,pretend they are conjoined twins,make cat noises at him until he leaves,tailgate the car,refuse to drive her,call emergency services,,tell his sister as soon as possible,,request supplies to be airdropped,saw Todd’s arm off,leave the store unattended,
100,143,TRUE,12,94,23,30,80,10,11,,3,79,80,,2,,17,,,,,34,Male,White / Caucasian,,"Professional Degree (MD, JD, etc.)",Rung 6,search for the medication on the black market,call a taxi,stage a robbery,pull the fire alarm,lie that her house burnt down,throw away all of the food,give her ticket to Ted,,honk an angry message in Morse code,yell in gibberish until she leaves,slash the tires,,steal someone else’s ring,,serve engine fuel to the passengers,,,
100,514,TRUE,0,42,,72,50,8,0,,100,96,0,,,59,98,,92,,,54,Male,Black / African American,,High School or equivalent,Rung 5,take out a loan,steal a passing driver's car,,renew her membership,bring in the assignment the next day,search for a water source,try to buy a ticket off another person,,ram into the car,steal whatever she has on her,pour water on the car to cool it,,,pitch his situation to a reality TV network,throw disobedient passengers off the boat,,stage a break-in at the store,
100,412,TRUE,,50,100,71,,0,29,50,,,,100,,73,0,0,0,0,,28,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,,take a public bus,overcharge the next customers,lie that she left her card inside,,collect wood to start a fire,pretend they are conjoined twins,tackle him and hold him down,,,,pretend the knife is part of a hip replacement,,check in on his father daily,organize a fishing crew,hike until she finds cell service,tell his lawyer that he’s sick,finish the race
100,446,TRUE,72,81,10,91,,,91,40,,,,80,70,72,71,29,,9,,59,Male,White / Caucasian,,College Graduate (4 year),Rung 6,switch insurance plans,demand that the airline delays the flight,pay the money from his own wallet,crawl past the front desk,,,steal someone else's ticket,keep an eye on him,,,,threaten security with the knife,run away,abandon his father,sell all the food to the highest bidder,leave Todd to save herself,,carry her competitor on her sled
100,516,TRUE,40,,,,57,,,0,0,0,0,5,14,0,,0,0,15,,38,Female,White / Caucasian,,Some College,Rung 3,commit credit card fraud,,,,copy a friend's assignment,,,read his mind,pull over and call 911,call her a cab,ask to use the mall's loudspeaker,take a train instead,call the taxi company,get another job,,give Todd her water,ask a friend to take over,leave her dogs with him
100,215,TRUE,,65,74,58,,58,79,,60,51,79,51,,64,,75,,71,,31,Male,Black / African American,,Master's Degree (MS),Rung 7,,try to convince a passing driver to trade cars,sell one of his kidneys,borrow someone's phone,,boost morale with a three-legged race,teleport into the concert,,take a detour at the next exit,take her to his house but no further,light a fire under the car,ask to check the knife,,move into his father’s apartment,,get her arm stuck in solidarity,,call for help
100,358,TRUE,0,,,100,50,,0,0,0,0,0,,90,0,100,,100,,,32,Female,Black / African American,,Some College,Rung 5,take out a loan,,,pull the fire alarm,quickly try to redo the assignment,,go without Ted,keep an eye on him,take a detour at the next exit,call her a cab,check that the doors are locked,,tell his sister as soon as possible,move into his father’s apartment,sell all the food to the highest bidder,,leave the store unattended,
100,433,TRUE,13,100,10,,10,100,,100,,,,100,95,,18,50,60,90,,26,Female,White / Caucasian,,Some College,Rung 3,switch insurance plans,reschedule for a later flight,explain the situation to his boss,,quickly try to redo the assignment,throw away all of the food,,tackle him and hold him down,,,,hide the knife in someone else's bag,borrow their mom’s wedding ring,,ration their food,leave Todd to save herself,leave the store unattended,hide him in the snow
